src_ip,src_hostname,src_process,src_service,src_username,dst_ip,dst_hostname,dst_fqdn,port,proto,dst_process,dst_service,dst_username,policy_decision
10.0.1.34,inf-nagios01-prd,nrpe,,root,10.0.1.6,prc-web03-prd,,5666,6,,,,potentially_blocked
10.0.1.34,inf-nagios01-prd,,,,10.0.1.6,prc-web03-prd,,5666,6,nrpe,,nagios,potentially_blocked
10.0.1.34,inf-nagios01-prd,nrpe,,root,10.0.1.30,prc-web02-prd,,5666,6,,,,potentially_blocked
10.0.1.34,inf-nagios01-prd,,,,10.0.1.30,prc-web02-prd,,5666,6,nrpe,,nagios,potentially_blocked
10.0.1.34,inf-nagios01-prd,nrpe,,root,10.0.1.21,prc-web01-prd,,5666,6,,,,potentially_blocked
10.0.1.34,inf-nagios01-prd,,,,10.0.1.21,prc-web01-prd,,5666,6,nrpe,,nagios,potentially_blocked
10.0.1.34,inf-nagios01-prd,,,,10.0.1.25,ast-web03-prd,,5666,6,nrpe,,nagios,potentially_blocked
10.0.1.34,inf-nagios01-prd,nrpe,,root,10.0.1.25,ast-web03-prd,,5666,6,,,,potentially_blocked
10.0.1.34,inf-nagios01-prd,,,,10.0.1.36,ast-web01-prd,,5666,6,nrpe,,nagios,potentially_blocked
10.0.1.34,inf-nagios01-prd,nrpe,,root,10.0.1.36,ast-web01-prd,,5666,6,,,,potentially_blocked
10.0.1.34,inf-nagios01-prd,nrpe,,root,10.0.1.8,ast-web02-prd,,5666,6,,,,potentially_blocked
10.0.1.34,inf-nagios01-prd,,,,10.0.1.8,ast-web02-prd,,5666,6,nrpe,,nagios,potentially_blocked
10.0.1.34,inf-nagios01-prd,,,,10.0.1.35,ast-proc02-prd,,5666,6,nrpe,,nagios,potentially_blocked
10.0.1.34,inf-nagios01-prd,nrpe,,root,10.0.1.35,ast-proc02-prd,,5666,6,,,,potentially_blocked
10.0.1.34,inf-nagios01-prd,,,,10.0.1.24,ast-proc01-prd,,5666,6,nrpe,,nagios,potentially_blocked
10.0.1.34,inf-nagios01-prd,nrpe,,root,10.0.1.24,ast-proc01-prd,,5666,6,,,,potentially_blocked
10.0.1.34,inf-nagios01-prd,nrpe,,root,10.0.1.10,ast-db02-prd,,5666,6,,,,potentially_blocked
10.0.1.34,inf-nagios01-prd,,,,10.0.1.10,ast-db02-prd,,5666,6,nrpe,,nagios,potentially_blocked
10.0.1.34,inf-nagios01-prd,,,,10.0.1.20,ast-db01-prd,,5666,6,nrpe,,nagios,potentially_blocked
10.0.1.34,inf-nagios01-prd,nrpe,,root,10.0.1.20,ast-db01-prd,,5666,6,,,,potentially_blocked
10.0.1.34,inf-nagios01-prd,nrpe,,root,10.0.1.23,hrm-web03-prd,,5666,6,,,,potentially_blocked
10.0.1.34,inf-nagios01-prd,,,,10.0.1.23,hrm-web03-prd,,5666,6,nrpe,,nagios,potentially_blocked
10.0.1.34,inf-nagios01-prd,nrpe,,root,10.0.1.18,ord-db01-prd,,5666,6,,,,potentially_blocked
10.0.1.34,inf-nagios01-prd,,,,10.0.1.18,ord-db01-prd,,5666,6,nrpe,,nagios,potentially_blocked
10.0.1.34,inf-nagios01-prd,,,,10.0.1.29,ord-db02-prd,,5666,6,nrpe,,nagios,potentially_blocked
10.0.1.34,inf-nagios01-prd,nrpe,,root,10.0.1.29,ord-db02-prd,,5666,6,,,,potentially_blocked
10.0.1.34,inf-nagios01-prd,nrpe,,root,10.0.1.33,ord-proc02-prd,,5666,6,,,,potentially_blocked
10.0.1.34,inf-nagios01-prd,,,,10.0.1.33,ord-proc02-prd,,5666,6,nrpe,,nagios,potentially_blocked
10.0.1.34,inf-nagios01-prd,,,,10.0.1.27,ord-proc01-prd,,5666,6,nrpe,,nagios,potentially_blocked
10.0.1.34,inf-nagios01-prd,nrpe,,root,10.0.1.27,ord-proc01-prd,,5666,6,,,,potentially_blocked
10.0.1.34,inf-nagios01-prd,nrpe,,root,10.0.1.31,ord-web03-prd,,5666,6,,,,potentially_blocked
10.0.1.34,inf-nagios01-prd,,,,10.0.1.31,ord-web03-prd,,5666,6,nrpe,,nagios,potentially_blocked
10.0.1.34,inf-nagios01-prd,,,,10.0.1.15,ord-web02-prd,,5666,6,nrpe,,nagios,potentially_blocked
10.0.1.34,inf-nagios01-prd,nrpe,,root,10.0.1.15,ord-web02-prd,,5666,6,,,,potentially_blocked
10.0.1.34,inf-nagios01-prd,,,,10.0.1.9,ord-web01-prd,,5666,6,nrpe,,nagios,potentially_blocked
10.0.1.34,inf-nagios01-prd,nrpe,,root,10.0.1.9,ord-web01-prd,,5666,6,,,,potentially_blocked
10.0.1.34,inf-nagios01-prd,nrpe,,root,10.0.1.14,hrm-web02-prd,,5666,6,,,,potentially_blocked
10.0.1.34,inf-nagios01-prd,,,,10.0.1.14,hrm-web02-prd,,5666,6,nrpe,,nagios,potentially_blocked
10.0.1.34,inf-nagios01-prd,,,,10.0.2.5,pos-proc05-stg,,5666,6,nrpe,,nagios,potentially_blocked
10.0.1.34,inf-nagios01-prd,nrpe,,root,10.0.2.5,pos-proc05-stg,,5666,6,,,,potentially_blocked
10.0.1.34,inf-nagios01-prd,nrpe,,root,10.0.2.4,pos-proc07-stg,,5666,6,,,,potentially_blocked
10.0.1.34,inf-nagios01-prd,,,,10.0.2.4,pos-proc07-stg,,5666,6,nrpe,,nagios,potentially_blocked
10.0.1.34,inf-nagios01-prd,nrpe,,root,10.0.2.3,pos-proc06-stg,,5666,6,,,,potentially_blocked
10.0.1.34,inf-nagios01-prd,,,,10.0.2.3,pos-proc06-stg,,5666,6,nrpe,,nagios,potentially_blocked
10.0.1.34,inf-nagios01-prd,,,,10.0.2.6,pos-web04-stg,,5666,6,nrpe,,nagios,potentially_blocked
10.0.1.34,inf-nagios01-prd,nrpe,,root,10.0.2.6,pos-web04-stg,,5666,6,,,,potentially_blocked
10.0.1.34,inf-nagios01-prd,,,,10.0.1.16,hrm-web01-prd,,5666,6,nrpe,,nagios,potentially_blocked
10.0.1.34,inf-nagios01-prd,nrpe,,root,10.0.1.16,hrm-web01-prd,,5666,6,,,,potentially_blocked
10.0.1.34,inf-nagios01-prd,,,,10.0.2.7,pos-web05-stg,,5666,6,nrpe,,nagios,potentially_blocked
10.0.1.34,inf-nagios01-prd,nrpe,,root,10.0.2.7,pos-web05-stg,,5666,6,,,,potentially_blocked
10.0.1.34,inf-nagios01-prd,nrpe,,root,10.0.0.68,pos-proc06-pci,,5666,6,,,,potentially_blocked
10.0.1.34,inf-nagios01-prd,,,,10.0.0.68,pos-proc06-pci,,5666,6,nrpe,,nagios,potentially_blocked
10.0.1.34,inf-nagios01-prd,nrpe,,root,10.0.0.66,pos-proc03-pci,,5666,6,,,,potentially_blocked
10.0.1.34,inf-nagios01-prd,,,,10.0.0.66,pos-proc03-pci,,5666,6,nrpe,,nagios,potentially_blocked
10.0.1.34,inf-nagios01-prd,,,,10.0.0.72,pos-proc02-pci,,5666,6,nrpe,,nagios,potentially_blocked
10.0.1.34,inf-nagios01-prd,nrpe,,root,10.0.0.72,pos-proc02-pci,,5666,6,,,,potentially_blocked
10.0.1.34,inf-nagios01-prd,nrpe,,root,10.0.0.69,pos-web02-pci,,5666,6,,,,potentially_blocked
10.0.1.34,inf-nagios01-prd,,,,10.0.0.69,pos-web02-pci,,5666,6,nrpe,,nagios,potentially_blocked
10.0.1.34,inf-nagios01-prd,nrpe,,root,10.0.0.70,pos-web03-pci,,5666,6,,,,potentially_blocked
10.0.1.34,inf-nagios01-prd,,,,10.0.0.70,pos-web03-pci,,5666,6,nrpe,,nagios,potentially_blocked
10.0.1.34,inf-nagios01-prd,,,,10.0.1.11,hrm-db02-prd,,5666,6,nrpe,,nagios,potentially_blocked
10.0.1.34,inf-nagios01-prd,nrpe,,root,10.0.1.11,hrm-db02-prd,,5666,6,,,,potentially_blocked
10.0.1.34,inf-nagios01-prd,nrpe,,root,10.0.2.134,pos-proc01-stg,,5666,6,,,,potentially_blocked
10.0.1.34,inf-nagios01-prd,,,,10.0.2.134,pos-proc01-stg,,5666,6,nrpe,,nagios,potentially_blocked
10.0.1.34,inf-nagios01-prd,,,,10.0.2.131,pos-proc04-stg,,5666,6,nrpe,,nagios,potentially_blocked
10.0.1.34,inf-nagios01-prd,nrpe,,root,10.0.2.131,pos-proc04-stg,,5666,6,,,,potentially_blocked
10.0.1.34,inf-nagios01-prd,,,,10.0.2.136,pos-proc03-stg,,5666,6,nrpe,,nagios,potentially_blocked
10.0.1.34,inf-nagios01-prd,nrpe,,root,10.0.2.136,pos-proc03-stg,,5666,6,,,,potentially_blocked
10.0.1.34,inf-nagios01-prd,nrpe,,root,10.0.2.135,pos-web03-stg,,5666,6,,,,potentially_blocked
10.0.1.34,inf-nagios01-prd,,,,10.0.2.135,pos-web03-stg,,5666,6,nrpe,,nagios,potentially_blocked
10.0.1.34,inf-nagios01-prd,,,,10.0.2.130,pos-web02-stg,,5666,6,nrpe,,nagios,potentially_blocked
10.0.1.34,inf-nagios01-prd,nrpe,,root,10.0.2.130,pos-web02-stg,,5666,6,,,,potentially_blocked
10.0.1.34,inf-nagios01-prd,,,,10.0.2.69,pos-proc02-stg,,5666,6,nrpe,,nagios,potentially_blocked
10.0.1.34,inf-nagios01-prd,nrpe,,root,10.0.2.69,pos-proc02-stg,,5666,6,,,,potentially_blocked
10.0.1.34,inf-nagios01-prd,,,,10.0.2.67,pos-proc08-stg,,5666,6,nrpe,,nagios,potentially_blocked
10.0.1.34,inf-nagios01-prd,nrpe,,root,10.0.2.67,pos-proc08-stg,,5666,6,,,,potentially_blocked
10.0.1.34,inf-nagios01-prd,nrpe,,root,10.0.2.68,pos-proc09-stg,,5666,6,,,,potentially_blocked
10.0.1.34,inf-nagios01-prd,,,,10.0.2.68,pos-proc09-stg,,5666,6,nrpe,,nagios,potentially_blocked
10.0.1.34,inf-nagios01-prd,nrpe,,root,10.0.2.71,pos-web06-stg,,5666,6,,,,potentially_blocked
10.0.1.34,inf-nagios01-prd,,,,10.0.2.71,pos-web06-stg,,5666,6,nrpe,,nagios,potentially_blocked
10.0.1.34,inf-nagios01-prd,nrpe,,root,10.0.2.70,pos-web01-stg,,5666,6,,,,potentially_blocked
10.0.1.34,inf-nagios01-prd,,,,10.0.2.70,pos-web01-stg,,5666,6,nrpe,,nagios,potentially_blocked
10.0.1.34,inf-nagios01-prd,,,,10.0.1.13,hrm-db01-prd,,5666,6,nrpe,,nagios,potentially_blocked
10.0.1.34,inf-nagios01-prd,nrpe,,root,10.0.1.13,hrm-db01-prd,,5666,6,,,,potentially_blocked
10.0.1.34,inf-nagios01-prd,,,,10.0.0.136,cat-web01-prd,,5666,6,nrpe,,nagios,potentially_blocked
10.0.1.34,inf-nagios01-prd,nrpe,,root,10.0.0.136,cat-web01-prd,,5666,6,,,,potentially_blocked
10.0.1.34,inf-nagios01-prd,,,,10.0.0.137,cat-web02-prd,,5666,6,nrpe,,nagios,potentially_blocked
10.0.1.34,inf-nagios01-prd,nrpe,,root,10.0.0.137,cat-web02-prd,,5666,6,,,,potentially_blocked
10.0.1.34,inf-nagios01-prd,,,,10.0.0.138,cat-proc01-prd,,5666,6,nrpe,,nagios,potentially_blocked
10.0.1.34,inf-nagios01-prd,nrpe,,root,10.0.0.138,cat-proc01-prd,,5666,6,,,,potentially_blocked
10.0.1.34,inf-nagios01-prd,,,,10.0.0.132,cat-proc02-prd,,5666,6,nrpe,,nagios,potentially_blocked
10.0.1.34,inf-nagios01-prd,nrpe,,root,10.0.0.132,cat-proc02-prd,,5666,6,,,,potentially_blocked
10.0.1.34,inf-nagios01-prd,,,,10.0.0.141,cat-proc03-prd,,5666,6,nrpe,,nagios,potentially_blocked
10.0.1.34,inf-nagios01-prd,nrpe,,root,10.0.0.141,cat-proc03-prd,,5666,6,,,,potentially_blocked
10.0.1.34,inf-nagios01-prd,,,,10.0.0.134,shc-web01-prd,,5666,6,nrpe,,nagios,potentially_blocked
10.0.1.34,inf-nagios01-prd,nrpe,,root,10.0.0.134,shc-web01-prd,,5666,6,,,,potentially_blocked
10.0.1.34,inf-nagios01-prd,,,,10.0.0.140,shc-web02-prd,,5666,6,nrpe,,nagios,potentially_blocked
10.0.1.34,inf-nagios01-prd,nrpe,,root,10.0.0.140,shc-web02-prd,,5666,6,,,,potentially_blocked
10.0.1.34,inf-nagios01-prd,,,,10.0.0.130,shc-proc01-prd,,5666,6,nrpe,,nagios,potentially_blocked
10.0.1.34,inf-nagios01-prd,nrpe,,root,10.0.0.130,shc-proc01-prd,,5666,6,,,,potentially_blocked
10.0.1.34,inf-nagios01-prd,,,,10.0.0.139,shc-proc02-prd,,5666,6,nrpe,,nagios,potentially_blocked
10.0.1.34,inf-nagios01-prd,nrpe,,root,10.0.0.139,shc-proc02-prd,,5666,6,,,,potentially_blocked
10.0.1.34,inf-nagios01-prd,,,,10.0.0.133,shc-proc03-prd,,5666,6,nrpe,,nagios,potentially_blocked
10.0.1.34,inf-nagios01-prd,nrpe,,root,10.0.0.133,shc-proc03-prd,,5666,6,,,,potentially_blocked
10.0.1.34,inf-nagios01-prd,,,,10.0.0.195,ecm-web01-prd,,5666,6,nrpe,,nagios,potentially_blocked
10.0.1.34,inf-nagios01-prd,nrpe,,root,10.0.0.195,ecm-web01-prd,,5666,6,,,,potentially_blocked
10.0.1.34,inf-nagios01-prd,,,,10.0.0.197,ecm-web02-prd,,5666,6,nrpe,,nagios,potentially_blocked
10.0.1.34,inf-nagios01-prd,nrpe,,root,10.0.0.197,ecm-web02-prd,,5666,6,,,,potentially_blocked
10.0.1.34,inf-nagios01-prd,,,,10.0.0.196,ecm-web03-prd,,5666,6,nrpe,,nagios,potentially_blocked
10.0.1.34,inf-nagios01-prd,nrpe,,root,10.0.0.196,ecm-web03-prd,,5666,6,,,,potentially_blocked
10.0.1.34,inf-nagios01-prd,,,,10.0.0.199,ecm-web04-prd,,5666,6,nrpe,,nagios,potentially_blocked
10.0.1.34,inf-nagios01-prd,nrpe,,root,10.0.0.199,ecm-web04-prd,,5666,6,,,,potentially_blocked
10.0.1.34,inf-nagios01-prd,,,,10.0.0.194,ecm-web05-prd,,5666,6,nrpe,,nagios,potentially_blocked
10.0.1.34,inf-nagios01-prd,nrpe,,root,10.0.0.194,ecm-web05-prd,,5666,6,,,,potentially_blocked
10.0.1.34,inf-nagios01-prd,,,,10.0.0.203,ecm-web06-prd,,5666,6,nrpe,,nagios,potentially_blocked
10.0.1.34,inf-nagios01-prd,nrpe,,root,10.0.0.203,ecm-web06-prd,,5666,6,,,,potentially_blocked
10.0.1.34,inf-nagios01-prd,,,,10.0.0.202,ecm-proc01-prd,,5666,6,nrpe,,nagios,potentially_blocked
10.0.1.34,inf-nagios01-prd,nrpe,,root,10.0.0.202,ecm-proc01-prd,,5666,6,,,,potentially_blocked
10.0.1.34,inf-nagios01-prd,,,,10.0.0.200,ecm-proc02-prd,,5666,6,nrpe,,nagios,potentially_blocked
10.0.1.34,inf-nagios01-prd,nrpe,,root,10.0.0.200,ecm-proc02-prd,,5666,6,,,,potentially_blocked
10.0.1.34,inf-nagios01-prd,,,,10.0.0.198,ecm-proc02-prd,,5666,6,nrpe,,nagios,potentially_blocked
10.0.1.34,inf-nagios01-prd,nrpe,,root,10.0.0.198,ecm-proc02-prd,,5666,6,,,,potentially_blocked
10.0.1.138,swf-gw01-prd,httpd,,root,35.234.138.138,,api.swift.com,443,6,,,,potentially_blocked
10.0.1.138,swf-gw01-prd,,,,149.134.177.224,,swift.com,443,6,,,,potentially_blocked
10.0.0.8,ord-db02-dev,postgres,,postgres,10.0.0.10,ord-db01-dev,,5432,6,,,,potentially_blocked
10.0.0.8,ord-db02-dev,,,,10.0.0.10,ord-db01-dev,,5432,6,postgres,,postgres,potentially_blocked
10.0.0.10,ord-db01-dev,,,,10.0.0.8,ord-db02-dev,,5432,6,postgres,,postgres,potentially_blocked
10.0.0.10,ord-db01-dev,postgres,,postgres,10.0.0.8,ord-db02-dev,,5432,6,,,,potentially_blocked
10.0.0.10,ord-db01-dev,postgres,,postgres,10.0.1.29,ord-db01-prod,,5432,6,,,,potentially_blocked
10.0.0.10,ord-db01-dev,postgres,,postgres,10.0.1.18,ord-db02-prod,,5432,6,,,,potentially_blocked
10.0.0.8,ord-db01-dev,postgres,,postgres,10.0.1.18,ord-db02-prod,,5432,6,,,,potentially_blocked
10.0.0.8,ord-db01-dev,postgres,,postgres,10.0.1.29,ord-db01-prod,,5432,6,,,,potentially_blocked
10.0.0.6,ord-proc02-dev,java,,tomcat,10.0.0.8,ord-db02-dev,,5432,6,,,,potentially_blocked
10.0.0.6,ord-proc02-dev,,,,10.0.0.8,ord-db02-dev,,5432,6,postgres,,postgres,potentially_blocked
10.0.0.6,ord-proc02-dev,java,,tomcat,10.0.0.10,ord-db01-dev,,5432,6,,,,potentially_blocked
10.0.0.6,ord-proc02-dev,,,,10.0.0.10,ord-db01-dev,,5432,6,postgres,,postgres,potentially_blocked
10.0.0.4,ord-proc01-dev,,,,10.0.0.8,ord-db02-dev,,5432,6,postgres,,postgres,potentially_blocked
10.0.0.4,ord-proc01-dev,java,,tomcat,10.0.0.8,ord-db02-dev,,5432,6,,,,potentially_blocked
10.0.0.4,ord-proc01-dev,java,,tomcat,10.0.0.10,ord-db01-dev,,5432,6,,,,potentially_blocked
10.0.0.4,ord-proc01-dev,,,,10.0.0.10,ord-db01-dev,,5432,6,postgres,,postgres,potentially_blocked
10.0.0.7,ord-web03-dev,,,,10.0.0.6,ord-proc02-dev,,8070,6,java,,tomcat,potentially_blocked
10.0.0.7,ord-web03-dev,httpd,,root,10.0.0.6,ord-proc02-dev,,8070,6,,,,potentially_blocked
10.0.0.7,ord-web03-dev,,,,10.0.0.4,ord-proc01-dev,,8070,6,java,,tomcat,potentially_blocked
10.0.0.7,ord-web03-dev,httpd,,root,10.0.0.4,ord-proc01-dev,,8070,6,,,,potentially_blocked
10.0.0.2,ord-web02-dev,,,,10.0.0.6,ord-proc02-dev,,8070,6,java,,tomcat,potentially_blocked
10.0.0.2,ord-web02-dev,httpd,,root,10.0.0.6,ord-proc02-dev,,8070,6,,,,potentially_blocked
10.0.0.2,ord-web02-dev,,,,10.0.0.4,ord-proc01-dev,,8070,6,java,,tomcat,potentially_blocked
10.0.0.2,ord-web02-dev,httpd,,root,10.0.0.4,ord-proc01-dev,,8070,6,,,,potentially_blocked
10.0.0.9,ord-web01-dev,httpd,,root,10.0.0.6,ord-proc02-dev,,8070,6,,,,potentially_blocked
10.0.0.9,ord-web01-dev,,,,10.0.0.6,ord-proc02-dev,,8070,6,java,,tomcat,potentially_blocked
10.0.0.9,ord-web01-dev,httpd,,root,10.0.0.4,ord-proc01-dev,,8070,6,,,,potentially_blocked
10.0.0.9,ord-web01-dev,,,,10.0.0.4,ord-proc01-dev,,8070,6,java,,tomcat,potentially_blocked
10.0.0.3,ord-lb02-dev,httpd,,root,10.0.0.7,ord-web03-dev,,8080,6,,,,potentially_blocked
10.0.0.3,ord-lb02-dev,,,,10.0.0.7,ord-web03-dev,,8080,6,app_server,,root,potentially_blocked
10.0.0.3,ord-lb02-dev,,,,10.0.0.2,ord-web02-dev,,8080,6,app_server,,root,potentially_blocked
10.0.0.3,ord-lb02-dev,httpd,,root,10.0.0.2,ord-web02-dev,,8080,6,,,,potentially_blocked
10.0.0.3,ord-lb02-dev,,,,10.0.0.9,ord-web01-dev,,8080,6,app_server,,root,potentially_blocked
10.0.0.3,ord-lb02-dev,httpd,,root,10.0.0.9,ord-web01-dev,,8080,6,,,,potentially_blocked
10.0.0.5,ord-lb01-dev,httpd,,root,10.0.0.7,ord-web03-dev,,8080,6,,,,potentially_blocked
10.0.0.5,ord-lb01-dev,,,,10.0.0.7,ord-web03-dev,,8080,6,app_server,,root,potentially_blocked
10.0.0.5,ord-lb01-dev,httpd,,root,10.0.0.2,ord-web02-dev,,8080,6,,,,potentially_blocked
10.0.0.5,ord-lb01-dev,,,,10.0.0.2,ord-web02-dev,,8080,6,app_server,,root,potentially_blocked
10.0.0.5,ord-lb01-dev,,,,10.0.0.9,ord-web01-dev,,8080,6,app_server,,root,potentially_blocked
10.0.0.5,ord-lb01-dev,httpd,,root,10.0.0.9,ord-web01-dev,,8080,6,,,,potentially_blocked
10.0.1.23,hrm-web03-prd,,,,10.0.1.3,inf-syslog01-prd,,514,6,rsyslogd,,root,potentially_blocked
10.0.1.23,hrm-web03-prd,syslog,,root,10.0.1.3,inf-syslog01-prd,,514,6,,,,potentially_blocked
10.0.1.23,hrm-web03-prd,,,,10.0.1.11,hrm-db02-prd,,3306,6,mysqld,,mysql,potentially_blocked
10.0.1.23,hrm-web03-prd,mysqld,,mysql,10.0.1.11,hrm-db02-prd,,3306,6,,,,potentially_blocked
10.0.1.23,hrm-web03-prd,,,,10.0.1.13,hrm-db01-prd,,3306,6,mysqld,,mysql,potentially_blocked
10.0.1.23,hrm-web03-prd,mysqld,,mysql,10.0.1.13,hrm-db01-prd,,3306,6,,,,potentially_blocked
10.0.1.23,hrm-web03-prd,,,,10.0.1.5,inf-time01-prd,,123,6,ntpd,,root,potentially_blocked
10.0.1.23,hrm-web03-prd,chrony,,root,10.0.1.5,inf-time01-prd,,123,6,,,,potentially_blocked
10.0.1.18,ord-db01-prd,postgres,,postgres,10.0.1.29,ord-db02-prd,,5432,6,,,,potentially_blocked
10.0.1.18,ord-db01-prd,postgres,,postgres,10.0.0.8,ord-db01-dev,,5432,6,,,,potentially_blocked
10.0.1.18,ord-db01-prd,postgres,,postgres,10.0.0.10,ord-db02-dev,,5432,6,,,,potentially_blocked
10.0.1.18,ord-db01-prd,,,,10.0.1.29,ord-db02-prd,,5432,6,postgres,,postgres,potentially_blocked
10.0.1.18,ord-db01-prd,syslog,,root,10.0.1.3,inf-syslog01-prd,,514,6,,,,potentially_blocked
10.0.1.18,ord-db01-prd,,,,10.0.1.3,inf-syslog01-prd,,514,6,rsyslogd,,root,potentially_blocked
10.0.1.18,ord-db01-prd,,,,10.0.1.5,inf-time01-prd,,123,6,ntpd,,root,potentially_blocked
10.0.1.18,ord-db01-prd,chrony,,root,10.0.1.5,inf-time01-prd,,123,6,,,,potentially_blocked
10.0.1.29,ord-db02-prd,,,,10.0.1.18,ord-db01-prd,,5432,6,postgres,,postgres,potentially_blocked
10.0.1.29,ord-db02-prd,postgres,,postgres,10.0.1.18,ord-db01-prd,,5432,6,,,,potentially_blocked
10.0.1.29,ord-db02-prd,syslog,,root,10.0.1.3,inf-syslog01-prd,,514,6,,,,potentially_blocked
10.0.1.29,ord-db02-prd,,,,10.0.1.3,inf-syslog01-prd,,514,6,rsyslogd,,root,potentially_blocked
10.0.1.29,ord-db02-prd,chrony,,root,10.0.1.5,inf-time01-prd,,123,6,,,,potentially_blocked
10.0.1.29,ord-db02-prd,,,,10.0.1.5,inf-time01-prd,,123,6,ntpd,,root,potentially_blocked
10.0.1.29,ord-db02-prd,,,,10.0.0.8,ord-db01-dev,,5432,6,postgres,,postgres,potentially_blocked
10.0.1.29,ord-db02-prd,,,,10.0.0.,ord-db02-dev,,5432,6,postgres,,postgres,potentially_blocked
10.0.1.33,ord-proc02-prd,java,,tomcat,10.0.1.18,ord-db01-prd,,5432,6,,,,potentially_blocked
10.0.1.33,ord-proc02-prd,,,,10.0.1.18,ord-db01-prd,,5432,6,postgres,,postgres,potentially_blocked
10.0.1.33,ord-proc02-prd,java,,tomcat,10.0.1.29,ord-db02-prd,,5432,6,,,,potentially_blocked
10.0.1.33,ord-proc02-prd,,,,10.0.1.29,ord-db02-prd,,5432,6,postgres,,postgres,potentially_blocked
10.0.1.33,ord-proc02-prd,syslog,,root,10.0.1.3,inf-syslog01-prd,,514,6,,,,potentially_blocked
10.0.1.33,ord-proc02-prd,,,,10.0.1.3,inf-syslog01-prd,,514,6,rsyslogd,,root,potentially_blocked
10.0.1.33,ord-proc02-prd,,,,10.0.1.5,inf-time01-prd,,123,6,ntpd,,root,potentially_blocked
10.0.1.33,ord-proc02-prd,chrony,,root,10.0.1.5,inf-time01-prd,,123,6,,,,potentially_blocked
10.0.1.27,ord-proc01-prd,,,,10.0.0.72,pos-proc02-pci,,7676,6,,,,potentially_blocked
10.0.1.27,ord-proc01-prd,,,,10.0.1.18,ord-db01-prd,,5432,6,postgres,,postgres,potentially_blocked
10.0.1.27,ord-proc01-prd,java,,tomcat,10.0.1.18,ord-db01-prd,,5432,6,,,,potentially_blocked
10.0.1.27,ord-proc01-prd,java,,tomcat,10.0.1.29,ord-db02-prd,,5432,6,,,,potentially_blocked
10.0.1.27,ord-proc01-prd,,,,10.0.1.29,ord-db02-prd,,5432,6,postgres,,postgres,potentially_blocked
10.0.1.27,ord-proc01-prd,syslog,,root,10.0.1.3,inf-syslog01-prd,,514,6,,,,potentially_blocked
10.0.1.27,ord-proc01-prd,,,,10.0.1.3,inf-syslog01-prd,,514,6,rsyslogd,,root,potentially_blocked
10.0.1.27,ord-proc01-prd,,,,10.0.0.72,pos-proc02-pci,,22,6,,,,potentially_blocked
10.0.1.27,ord-proc01-prd,,,,10.0.0.72,pos-proc02-pci,,22,6,,,,potentially_blocked
10.0.1.27,ord-proc01-prd,chrony,,root,10.0.1.5,inf-time01-prd,,123,6,,,,potentially_blocked
10.0.1.27,ord-proc01-prd,,,,10.0.1.5,inf-time01-prd,,123,6,ntpd,,root,potentially_blocked
10.0.1.31,ord-web03-prd,httpd,,root,10.0.1.33,ord-proc02-prd,,8070,6,,,,potentially_blocked
10.0.1.31,ord-web03-prd,,,,10.0.1.33,ord-proc02-prd,,8070,6,java,,tomcat,potentially_blocked
10.0.1.31,ord-web03-prd,,,,10.0.1.27,ord-proc01-prd,,8070,6,java,,tomcat,potentially_blocked
10.0.1.31,ord-web03-prd,httpd,,root,10.0.1.27,ord-proc01-prd,,8070,6,,,,potentially_blocked
10.0.1.31,ord-web03-prd,syslog,,root,10.0.1.3,inf-syslog01-prd,,514,6,,,,potentially_blocked
10.0.1.31,ord-web03-prd,,,,10.0.1.3,inf-syslog01-prd,,514,6,rsyslogd,,root,potentially_blocked
10.0.1.31,ord-web03-prd,,,,10.0.1.5,inf-time01-prd,,123,6,ntpd,,root,potentially_blocked
10.0.1.31,ord-web03-prd,chrony,,root,10.0.1.5,inf-time01-prd,,123,6,,,,potentially_blocked
10.0.1.15,ord-web02-prd,,,,10.0.1.33,ord-proc02-prd,,8070,6,java,,tomcat,potentially_blocked
10.0.1.15,ord-web02-prd,httpd,,root,10.0.1.33,ord-proc02-prd,,8070,6,,,,potentially_blocked
10.0.1.15,ord-web02-prd,,,,10.0.1.27,ord-proc01-prd,,8070,6,java,,tomcat,potentially_blocked
10.0.1.15,ord-web02-prd,httpd,,root,10.0.1.27,ord-proc01-prd,,8070,6,,,,potentially_blocked
10.0.1.15,ord-web02-prd,,,,10.0.1.3,inf-syslog01-prd,,514,6,rsyslogd,,root,potentially_blocked
10.0.1.15,ord-web02-prd,syslog,,root,10.0.1.3,inf-syslog01-prd,,514,6,,,,potentially_blocked
10.0.1.15,ord-web02-prd,,,,10.0.1.5,inf-time01-prd,,123,6,ntpd,,root,potentially_blocked
10.0.1.15,ord-web02-prd,chrony,,root,10.0.1.5,inf-time01-prd,,123,6,,,,potentially_blocked
10.0.1.9,ord-web01-prd,,,,10.0.1.33,ord-proc02-prd,,8070,6,java,,tomcat,potentially_blocked
10.0.1.9,ord-web01-prd,httpd,,root,10.0.1.33,ord-proc02-prd,,8070,6,,,,potentially_blocked
10.0.1.9,ord-web01-prd,httpd,,root,10.0.1.27,ord-proc01-prd,,8070,6,,,,potentially_blocked
10.0.1.9,ord-web01-prd,,,,10.0.1.27,ord-proc01-prd,,8070,6,java,,tomcat,potentially_blocked
